0001037868|031100100
0000318154|031162100
0000731859|032015703
0000006207|032159105
0000003133|032165102
0000006281|032654105
0000006284|032657207
0000006292|032681207
0000006314|032744104
0000006383|61945R100
0000778808|228190104
0000006494|034393108
0000006571|034663104
0000821026|034164103
0001163739|G6359F103
0000006769|037411105
0000726435|037637105
0000311471|G0471F109
0000006845|037598109
0000006879|03799Y005
0000320193|037833100
0000006951|038222105
0000006955|00508X203
0000007039|038465100
0000007084|039483102
0000225051|039762109
0000007286|040555005
0000894405|040790107
0000007314|655419000
0000007383|042170100
0001109304|042384107
0000897265|29382L100
0000007623|043168103
0000007636|043339100
0000007649|043413103
0001305014|044209104
0000008146|04638F108
0000008063|046433108
0000007974|046008108
0001004155|001204106
0000806393|048903108
0000775483|048825103
0000008302|049371107
0000008411|050095108
0000744187|761624105
0000769397|052769106
0000201653|252529102
0000008670|053015103
0000718007|24734R103
0000039677|00234P102
0000008802|053555108
0000008818|053611109
0000701650|05366B102
0000008858|053807103
0000008868|054303102
0000014846|055645303
0000320174|055662100
0000009092|056525108
0000009263|057149106
0000808362|057224107
0000009326|057665200
0000009346|057755209
0000009389|058498106
0000009435|05873C106
0001004440|210371100
0000763901|733174700
0000046195|062540109
0000009548|060077005
0001390777|064058100
0001011174|05564E106
0000009749|066365107
0000009779|303698104
0000009892|067383109
0000010012|068055102
0000010048|068221100
0000010119|068509603
0000754128|068659309
0000749872|068798107
0000010242|069779304
0000010254|27032D205
0000010329|070203104
0000010456|071813109
0000010497|072723109
0000109563|03820C105
0000010795|075887109
0000772263|65476M109
0000729580|077347300
0000011027|143093102
0000732712|92343V104
0000732713|079860102
0000356080|080555105
0000008960|081721102
0000935226|082047101
0000011454|083739102
0001067983|084670702
0000764478|086516101
0000011860|087509105
0000011884|087779104
0000870756|635812209
0000012180|79587E104
0000722104|80517Q100
0000714655|090597105
0000355007|090909102
0000723889|595074105
0001130464|092113109
0000012570|529529109
0000012659|093671105
0000314808|G3157S106
0000040454|096650106
0000033769|096761101
0000012927|097023105
0000012978|67622P101
0000315213|770323103
0000013239|60899Z001
0001035675|67019E107
0001393066|76117W109
0000013606|963801105
0000746598|104674106
0000014073|107336109
0000014177|108763103
0000014195|109043109
0000014280|553570102
0000014272|110122108
0000014693|115637209
0000014707|115736100
0000014803|115660201
0000014827|115885105
0000014920|116881202
0000014930|117043109
0000715583|466078102
0001104657|576690101
0000351220|055412100
0000726617|120084108
0000015310|120457106
0000015486|34960D108
0000718916|121579932
0000934612|08499Z004
0000015615|576323109
0000746838|909214306
0000015840|123655102
0000015847|123720104
0001003429|761312107
0000018366|124845108
0000733269|005125109
0000350621|125010108
0000018396|125071100
0000701221|125509109
0000020388|125577106
0000025354|125902106
0000021175|126117100
0000277948|126408103
0000026058|126501105
0000320121|87969B937
0000766792|126601103
0001018871|42222L107
0000016040|127055101
0000350199|127150308
0000016058|127190304
0000356211|127382109
0000745274|127587103
0000016104|127703106
0000949058|128026101
0000730255|128126109
0000726512|808905103
0001011659|90899R006
0000016357|00650M104
0001035201|130788102
0000016496|131352106
0000704292|03839F107
0000016732|134429109
0000016804|135231108
0000016873|65334H102
0000016918|21036P108
0000017109|139859102
0001035713|74406A102
0000356622|073098204
0000721371|14149Y108
0000790051|142339100
0000706166|98155F103
0001094093|26499B009
0000750217|111572103
0000726958|147528103
0000018172|148411101
0000018169|256603101
0000018230|149123101
0000018255|149205106
0000745651|00752H102
0000018497|151310406
0000018532|152312104
0000708823|152342101
0000018540|152357109
0000276235|153469101
0001061393|12541M102
0001089819|12561W105
0000018734|025537002
0000018808|155771108
0000018827|282636109
0000018926|156700106
0000018937|156710105
0000742685|157639105
0000320431|90499X932
0000814068|158496109
0000019161|158609107
0000724051|158828103
0000356799|191886100
0000019353|161133103
0000019411|559079207
0000019489|161610100
0000019520|162456107
0000215419|162825103
0000201424|163082605
0000019584|16359R103
0000019617|46625H100
0000019704|164541401
0000019722|92399V008
0000019731|165159104
0000019745|165303108
0000093410|166764100
0000019871|168088102
0000703351|109641100
0000706539|170040109
0000791269|171196108
0000020164|171205008
0000020171|171232101
0000313927|171340102
0000020199|171366107
0000020212|171484108
0000020232|171607104
0000762129|171794001
0000716133|171871106
0000729583|172167108
0000716823|598709301
0000725897|172743205
0000723254|172908105
0000020405|17399Z931
0000351077|174420307
0000201461|178566105
0000034115|179584107
0000020740|179895107
0000719547|184190106
0000764065|18683K101
0000774197|151883105
0000829676|67019U101
0000716646|18725U109
0000021076|189054109
0000021212|016437105
0000049444|30705R204
0000317540|191098102
0000021344|191216100
0000215466|192108504
0000021665|194162103
0000356830|68812R303
0000021828|12504V107
0000201493|196879100
0000830524|16150R104
0000022099|197648009
0000022198|199575002
0000732700|739321107
0000022252|200080109
0000315293|G0408V102
0001166691|20030N101
0000718451|00756E105
0000814246|200321206
0000230131|200332401
0001179484|200334100
0000022356|200525103
0000109757|200654101
0000831001|172967424
0000918040|904911104
0000310433|203349105
0000355627|126431105
0000022698|20564D107
0000022701|203900105
0000723612|053774105
0000714154|204493100
0000022872|204620207
0000356028|12673P105
0000023082|205363104
0000023111|205477102
0001092319|126419100
0001048644|553211103
0000023197|205826209
0000023217|205887102
0000023019|205908304
0000352988|205914203
0000023259|126426402
0000023426|207597006
0000276209|207797101
0000023503|208254862
0001038217|876287103
0000277577|63645C201
0000319416|211663208
0001047862|209115104
0000023738|209615004
0000093859|08986R101
0000897732|208368100
0000023795|210226106
0000811156|125896100
0000024104|211615307
0000024491|216831107
0000720062|216655209
0000711404|216648402
0000024545|60871R209
0000069952|218695104
0000024741|219350105
0000025095|89899X930
0000025191|222372104
0000025212|222660102
0000025232|222795106
0001067294|22410J106
0000110985|224174102
0000025475|224633107
0000712815|04538V203
0000025506|225224104
0000025598|02635K005
0000025657|226120103
0001091862|163893209
0000025871|228093100
0000719798|228210100
0000025885|228219309
0001219601|228368106
0000025895|228309100
0000026172|231021106
0000026379|256647108
0000720013|19652U104
0000728376|054602107
0000109657|691829402
0000316004|233311109
0000714603|233326107
0000030697|95058W100
0000721675|233860303
0000026780|235825205
0000313616|235851102
0000026938|237415104
0000026987|832688204
0000351998|237690102
0000355735|237905104
0000027075|238045108
0000027082|238085302
0000027093|238108302
0000027096|238113104
0000351231|239359102
0000027419|87612E106
0000787250|23399M003
0000027500|242361103
0000027566|551755309
0000315189|244199105
0000027673|244217006
0000027748|23328R206
0000027751|245091103
0000729970|246615108
0000027904|247361702
0000277375|247748106
0000315136|024928103
0000027996|248019101
0000312066|759434103
0000028146|449020205
0000028209|249555103
0000028325|398635102
0000936340|233331107
0000730464|251893103
0000028561|252063102
0000028582|252165105
0000057201|748337102
0000028742|252831102
0000726606|252900105
0000727010|28626C108
0000028823|253651103
0000028866|92343P107
0000028887|253849103
0000722313|656553104
0000028917|254067101
0000029002|254543101
0001001039|254687106
0000029332|255519100
0000014995|255860108
0000029534|256677105
0000715957|25746U109
0000029644|257651109
0000029669|257867101
0001172358|25820R105
0000029806|21036U206
0000351809|973146103
0000029834|258570209
0000029905|260003108
0000029915|260543103
0000029924|260561105
0000935063|261018105
0000029989|681919106
0001498301|04351G101
0000030197|262093206
0000030554|263534109
0000030302|001600105
0000030305|264147109
0001326160|26441C204
0001115222|26483E100
0000024004|265440107
0000846930|266233105
0000030625|34354P105
0000067215|267475101
0000030770|268162104
0000030822|268057106
0000030828|191042100
0000030841|00503U105
0000031791|714046109
0000350846|868607102
0000727008|269305405
0000049600|277276101
0000031235|277461406
0000031277|G29183103
0000350797|278265103
0000031462|278865100
0000031575|280875303
0000031617|281347104
0000031660|268255106
0000031667|281479105
0000031978|283677854
0001066107|28336L109
0000032017|287456107
0000032120|285069100
0000726514|285229100
0000032198|26873N108
0000703645|847487204
0000032312|268650108
0000311049|290308303
0000032604|291011104
0000032621|291087203
0000317032|291588101
0000032689|291641108
0000350917|292475209
0000764037|292555109
0000277595|29265N108
0000350193|027530104
0001453090|H27013103
0000352947|292845104
0000704503|292925104
0000033002|293389102
0000033015|873170005
0000353181|293805107
0000727510|293904108
0000033073|92831R201
0000033113|294092101
0000316253|294100102
0000033185|294429105
0000033213|26884L109
0000788964|670839109
0000033488|296056104
0001282637|651587107
0000276283|299096107
0000753568|300645108
0001125536|211919105
0000033992|496719105
0000746515|302130109
0000313395|87311M102
0000034088|30231G102
0000352956|302390109
0000037785|302491303
0000753308|65339F101
0000034151|47758P307
0000719130|302904107
0000034257|303711006
0000034408|307000109
0000034471|307260307
0000034501|307387100
0000034563|307675108
0000744106|313135501
0001048911|31428X106
0001419581|313549404
0000310522|313586109
0000034903|313747206
0000034908|313819104
0000277509|313855108
0000794367|55616P104
0000035214|315405100
0000320017|640650404
0000035527|316773100
0000720032|810022301
0000719164|806373106
0001281761|7591EP100
0000109831|453235103
0000354869|337915102
0000036146|898402102
0000036161|319455101
0000036204|319779104
0000036270|55261F104
0000036315|320222102
0000036377|059790105
0000105982|320548100
0000036510|01853C000
0000036781|320862105
0000036104|902973304
0000354564|58445E100
0000312367|336294103
0000036966|320517105
0000036995|929903102
0000037008|976391300
0000050341|339030108
0000314132|339099103
0000352949|339130106
0000037525|37369G200
0000037634|341081008
0000037637|34199X008
0000357261|341109007
0000037643|341135101
0000037661|03071V109
0000713002|343468104
0001128928|343498101
0000037755|361106107
0000355019|344437405
0000037914|344820105
0000037931|897844106
0000037996|345370860
0000038009|345397004
0000038067|345550107
0000038074|345838106
0000038079|346091705
0000038195|347461105
0001506522|74112U202
0000714399|207865106
0000352825|350060109
0001130385|H27178104
0000038725|353514102
0000038777|354613101
0000038824|355540204
0000039020|358010106
0000039047|358748101
0000039273|359360104
0000039368|359694106
0000039547|591695101
0000039648|361268105
0000040211|361448103
0000040858|362320103
0000044319|362360109
0000711425|64116F103
0000354190|363576109
0000039899|364730101
0000039911|364760108
0000043340|461606105
0000040888|368682100
0000040443|362389108
0000040518|369487608
0000040528|58405Y302
0000040533|369550108
0000040545|369604103
0000040554|369622006
0000040570|369730106
0000040638|370064107
0000040704|370334104
0000040729|02099R934
0001467858|37045V100
0001007456|285661104
0000040779|36225X100
0000317745|370563108
0000088205|784635104
0000040865|92349X005
0000040867|923337000
0000040874|362338006
0000018498|371532102
0000040934|371601204
0000355811|371901109
0000769409|37246N105
0000041077|373298108
0000041091|373334002
0000041133|373730100
0000041296|374503308
0000719274|375175106
0000740763|794721100
0000041719|377316104
0000743239|377339106
0001038914|G3930E101
0000042228|381010107
0000042246|60462E104
0000042284|96536P105
0000042542|382388106
0000042582|382550101
0000042791|383550100
0001045309|38388F108
0000042888|384109104
0000719597|384111209
0000716314|384556106
0000277135|384802104
0000043196|389375106
0000043287|389893207
0001490626|19399X916
0000043300|390064103
0000043362|390568103
0000043512|391442100
0000890175|20847Q008
0000094784|021152103
0000040956|397627100
0000043952|39787M108
0001273931|60935Y208
0000216039|400095204
0001030749|402629208
0000044545|402479000
0000044570|29364L003
0000310377|404100109
0000351298|404160103
0000311817|404232100
0000718909|404264103
0000703559|444165104
0000729533|404681108
0000044800|032653107
0000720671|405752106
0000045012|406216101
0000355766|406364406
0000314727|410252100
0000045370|410522106
0000045379|410550107
0000313478|40420K707
0000202058|413875105
0000045876|415864107
0000823393|820484103
0000723371|417119104
0000046043|417660404
0000046080|418056107
0000046109|418398103
0000046129|019330109
0000216085|419596101
0000046207|419866009
0000354707|419870100
0000731012|421906108
0000766704|42217K106
0000046428|422174102
0000769689|422178103
0000725627|422214809
0000874238|859241101
0000719413|422704106
0000046601|422893107
0000046619|422806109
0000046640|423074103
0000046653|00371W100
0000916789|G4388N106
0000745142|423236108
0000046765|423452101
0000046989|427056106
0000047035|427398102
0000047111|427866108
0001364479|42805T105
0000047217|428236103
0000717605|428291108
0000047268|428399109
0000047288|428656102
0000047307|428839104
0000317551|429701105
0000047518|431475102
0000048039|436106108
0000356213|723456109
0000743872|437614100
0000048287|404251100
0000741815|439104100
0000048465|440452100
0000320333|410783302
0000048569|982855108
0000316206|85590A401
0000048638|44199Z937
0000048681|441812005
0000354964|404280000
0001130310|15189T107
0000357294|442487203
0000048898|443510201
0000728535|445658107
0000049196|446150104
0000315374|447324104
0000772897|448407106
0001093082|448451104
0000049448|448814004
0000704432|449001106
0000353524|449220003
0000049588|44926L300
0001084230|71343P200
0000353567|449293109
0000049534|53215T106
0000052827|754907103
0001057877|451107106
0000049792|451866008
0000914755|452317100
0000049826|452308109
0000352998|449575109
0000049930|452848401
0000049938|453038408
0001096385|92240G101
0000790523|450712104
0000050420|456650209
0001466258|G47791101
0000723574|45244M102
0000726037|973257108
0000050601|457647105
0001068049|457661106
0000355431|45661M106
0000353020|00770F104
0000722079|880915103
0000050725|398433102
0000703361|458118106
0000050977|458134103
0000050863|458140100
0000353356|453365207
0000320340|45816D100
0000350066|458372109
0000719494|45779C107
0000050957|360921209
0000715787|458665304
0000764839|74624H103
0000319250|011649100
0000745287|45881K104
0000351532|85857B100
0000051124|024490302
0000051143|459200101
0000051253|459506101
0000808450|63934E108
0000051303|638902007
0000714311|459745006
0000051396|561232109
0000353944|459902102
0000051434|460146103
0000316793|460254105
0000319240|46270W105
0000051519|760930107
0000278041|460321201
0000051548|460335201
0000731190|465266104
0001024401|293561106
0000728249|460593106
0000051644|460690100
0000829499|46072H108
0000764244|461142101
0000031063|445722101
0000742112|461203101
0000052466|462218108
0000052491|462470105
0000728391|462613001
0000879933|462622101
0000357108|450098108
0000052708|464893106
0000719209|465141406
0000052795|035290105
0000042179|466145208
0000216275|466210101
0000052969|469772206
0000052971|469783104
0000052988|469814107
0000702808|469858401
0000105634|29084Q100
0000053117|347471104
0000053260|472070200
0001084580|47299V003
0000053347|475070108
0000094610|83272A104
0000053456|476556006
0000200406|478160104
0000053669|478366107
0000053678|05069E106
0000275605|20099X008
0000054045|481070100
0000054050|481088300
0000319201|482480100
0001506307|49456B101
0000057055|482740206
0000054381|483548103
0000054441|361086101
0000054473|484836101
0001143068|391164100
0000054480|485170302
0000054507|95709T100
0000919628|037612009
0000906469|938862208
0000054681|486026107
0000054727|866930100
0000740694|486587108
0000054883|486665102
0000055067|487836108
0000055242|489170100
0000055362|461556102
0000055373|491386009
0000055454|492376108
0001141185|492386107
0000055529|492854104
0000719733|493144109
0000055604|493422307
0000722839|68275A201
0000055772|494274103
0000055785|494368103
0000055805|65686Y109
0000056047|497266106
0000056151|498017102
0000719729|131720104
0000056362|498782101
0000205520|499040103
0000056873|501044101
0000056978|501242101
0000058151|501822209
0000721765|502003106
0000763532|50216C108
0000060714|502160104
0000703360|502161102
0000357020|502403207
0000057139|502470107
0001062774|50399X937
0000057131|505336107
0001126956|505597104
0000057187|505606103
0000721669|505739201
0000737874|50730R102
0000707549|512807108
0000725460|70455G107
0000700892|517905105
0000710597|054546106
0000703604|520776105
0000351139|142209204
0000058361|523768109
0000058411|524038106
0000704051|524901105
0000058592|35104T107
0000920760|526057104
0000745394|526872106
0000096223|527288104
0000312065|340689306
0000059229|530370105
0000706777|084037407
0000350557|85857T101
0000059478|532457108
0000701985|501797104
0000059498|532763109
0000225569|031909203
0000059544|16942D207
0000059558|534187109
0000059880|538021106
0000352363|316645100
0000936468|539830109
0000060086|540424108
0000315852|75281A109
0001017907|318457108
0000791348|542312103
0001062379|49337W100
0000764762|543162101
0000060302|543213102
0000060357|543859102
0000006814|20038K109
0000060519|546347105
0000060527|29364M001
0000060667|548661107
0000060849|549764108
0000060876|23252E106
0000277057|550484109
0000060977|550819106
0000061004|50186A108
0000083125|321006504
0000064079|552673105
0000773141|552676108
0000067716|552690109
0000063814|577913304
0000746072|45765F106
0000068709|553777103
0000061138|554273102
0000717238|553531104
0000743884|555903301
0001161728|55277P104
0000061398|559091301
0001222497|560377103
0000061986|563571108
0000766561|429060106
0000354604|564054104
0000062142|565097102
0000101778|565849106
0000062465|570559104
0000719497|571431105
0001070750|44107P104
0000062709|571748102
0000062996|574599106
0000749038|206710402
0000063073|575634001
0000085608|920344108
0000755003|576674105
0000063276|577081102
0000711039|577729205
0000063416|577778103
0000054187|578473100
0000063541|578592107
0000063754|579780206
0000720900|580047108
0000063908|580135101
0000063917|580169100
0000064040|580645109
0000927653|58155Q103
0000729284|582757209
0000751190|583432109
0000064463|583538202
0000064472|368678108
0001170650|58405U102
0000064493|584020101
0000748270|58449L100
0000064578|204513105
0000216540|584900401
0000350920|584906101
0000064670|585055106
0000064782|58551A108
0000064803|126650100
0000064647|817259104
0000720896|586263204
0000064892|587188103
0000701811|587200106
0000064907|587342106
0000064908|587405101
0000065011|589433101
0000723916|589580109
0000065100|59098Z002
0000706864|590262101
0000350071|590438107
0000724004|59064R109
0000877930|590911103
0000835768|560635104
0000065172|590672101
0000065201|590876306
0000065270|591520200
0000065312|29414M100
0000065358|909912107
0000065350|591894001
0000353601|029328101
0000066418|592770101
0000740670|59499P009
0000320345|594901100
0000718865|863238101
0000723125|595112103
0000719612|522008101
0000310568|595137100
0000065984|29364G103
0000066004|596680108
0000066382|600544100
0000066388|600548200
0000066479|601073109
0000752692|602191108
0000066570|602720104
0000316300|269279402
0000066740|88579Y101
0000066756|018522300
0001067419|605203108
0000066895|605288208
0000066901|29364N009
0000066904|60599X009
0000067182|607059102
0000067347|607828100
0000719598|608513107
0001489137|608753109
0000067625|609720107
0000353569|74838J101
0000067727|612085100
0000836974|61499S934
0000067887|615394202
0000067931|615857109
0000068100|616880100
0000068270|781182100
0000763739|618447106
0000068330|552885105
0000068366|218412104
0000068145|616900205
0000747605|923351100
0000068505|620076307
0000200533|624720207
0000717423|626717102
0000069422|458685104
0000069488|628464109
0000069499|628530107
0000313518|628735201
0000070858|060505104
0000070866|62886E108
0000070040|31945A100
0000072162|629156407
0000073290|09061H307
0000277028|43740E104
0001058033|667280408
0000069659|631005006
0000069671|631158102
0000069680|631226107
0000737207|56804Q201
0000069733|632347100
0000826495|351684204
0000069970|635405103
0000314662|635570500
0000070145|636180101
0001047335|635906100
0000070318|88033G407
0000070412|43644Q104
0000070502|637432006
0000070793|46299A001
0000275053|639027101
0000720851|641074505
0000741508|67073Y106
0000071241|642876106
0000205700|643872104
0000071297|644001109
0000071337|644188005
0000071344|92344R003
0000315958|225426105
0000356309|646025106
0000071478|53630P101
0000798288|648053106
0000071525|092828102
0001046861|29266M109
0000071691|650111107
0000814453|651229106
0001164727|651639106
0000071829|651718504
0000225263|651824104
0001079182|653520106
0000072020|654086107
0000320187|654106103
0000072207|655044105
0000072316|655555100
0000072331|655663102
0000072333|655664100
0000702165|655844108
0000072418|656535101
0000072423|65699D936
0000789933|629579103
0000072573|624580106
0000072633|659310106
0000110101|662325000
0000106752|29409K606
0000072741|664397106
0001111711|65473P105
0000072903|98389B100
0000072909|665789004
0000072911|656568508
0000073124|665859104
0001133421|666807102
0000097216|880779103
0000073020|667655104
0000073088|668074305
0000072971|949746101
0000708481|94975C008
0000318025|911843209
0000732714|670768100
0000073864|670826106
0000073773|670841105
0001094019|652526104
0000073609|674098207
0000797468|674599105
0000350737|674631106
0000073756|675232102
0000073822|862701307
0000350868|46564T107
0000073887|110394103
0000073902|22281N103
0001129981|677007205
0001031296|337932107
0000748015|812139301
0000074058|678042102
0001021635|670837103
0000746969|679833103
0000074303|680665205
0000353230|681904108
0000712770|682406103
0001039684|682680103
0000074783|004308102
0000074856|685899106
0000074931|686268103
0000075043|688260108
0000075208|690368105
0000812074|690768403
0000075288|691497309
0000075340|692830508
0000077776|693320202
0000713676|693475105
0000079879|693506107
0000075362|693718108
0001004980|69331C108
0000075491|96331X006
0001032208|816851109
0000096977|694876103
0000732716|694890104
0000075641|694032004
0000075594|59598X002
0000075681|704227107
0000311048|695465302
0000075754|695629105
0000075829|696429307
0000315272|411628209
0000351696|697926103
0000076063|698465002
0000878088|69888P106
0000750561|699157103
0000076321|701081101
0000076334|701094104
0000729237|70159Q104
0000709136|384632105
0000076605|703343103
0000943861|382410405
0000076696|438138109
0000723531|704326107
0001422862|69345P103
0000077155|707832309
0000077159|707882106
0001166126|708160106
0000077227|708696000
0000077231|708720107
0000922224|69351T106
0000077278|709068001
0000077281|709102107
0000077360|H6169Q108
0000801873|778903104
0000077385|711030106
0000077476|713448108
0000319654|714236106
0000077808|716437108
0000077864|127233104
0000077877|69327R101
0000077952|716732201
0000353827|716932108
0000078003|717081103
0000078066|717265102
0000200245|173073008
0001109357|30161N101
0000078128|03836W103
0000764180|02209S103
0001163165|20825C104
0000078239|693656100
0000319379|69361E107
0000277923|719567109
0000352994|719884108
0000278130|720279108
0000088948|817070501
0000078749|00847J105
0000078814|724479100
0000078853|724508106
0000350426|726540503
0000914025|727493108
0001072341|728117300
0000079209|729416107
0000079225|730026101
0000230463|730448107
0000079326|731095105
0000079564|659872105
0000079636|736506106
0001338749|737630103
0001135971|713291102
0000080420|739128106
0000311657|740065107
0000079958|740189105
0000080051|740512306
0000080134|741016307
0000080293|741917108
0000080324|741783401
0000311505|742578107
0000080424|742718109
0000202932|74299Y936
0000080693|743396103
0000355429|743674103
0000315256|744482001
0001108426|69349H107
0000081025|744516006
0000081027|744533001
0000788784|744573106
0000081050|744627100
0000081061|744663105
0001085392|745310938
0000081112|745553107
0000822416|745867101
0000276720|746228303
0000100591|04010E109
0000081362|747316107
0000081371|747402105
0000081381|747410108
0000708818|747582104
0000276889|747620102
0000720500|032332504
0000709283|747906204
0000751652|748356102
0000724904|040903205
0000032870|749056107
0000700841|749360400
0000742278|749660106
0000082020|911922102
0000797917|755103108
0001047122|755111507
0000082373|755895109
0000082473|457919108
0000082536|756268108
0000082811|758750103
0000083194|760280107
0000083226|760473108
0000083246|40499Y000
0000350698|05329W102
0000216983|760898106
0000083394|398189100
0000083402|761195205
0000083588|761695105
0000847903|62952P102
0000355948|763165107
0000350847|766570105
0000352964|767094204
0000084129|767754104
0000084278|769841107
0001069533|74955L103
0000084290|770196103
0000276747|770810109
0000225868|771074309
0000084567|35906P105
0000084655|774654107
0000084748|775133101
0000084792|775371107
0000084801|775422108
0000701856|78648R203
0000084839|775711104
0000084919|776338204
0000217028|76242T104
0000085149|94767P209
0000737203|89674U101
0000745732|778296103
0000085408|G7665A101
0000085417|779528108
0000085535|780287108
0000085704|414585109
0000276437|781355102
0000085812|782352108
0000355622|783520109
0000085961|783549108
0000085974|783764103
0000045635|413136102
0000350894|784117103
0000090045|69912T108
0000766829|784305104
0000089270|784413106
0000093444|784626103
0000930184|91911X104
0000710752|785688102
0000086104|786429100
0000086115|786449207
0000086144|786514208
0000812482|03957P309
0000203077|790849103
0000319655|798241105
0000753899|800091100
0000732639|802183103
0000023666|432589109
0000086940|804787000
0000766004|80599F006
0000754737|80589M102
0000727063|746145200
0000087196|806398103
0000087347|806857108
0000866729|807066105
0000087565|808194104
0000087799|893888107
0000087802|808757108
0000350899|92861B100
0000087949|809877103
0000088000|810202101
0000088128|126410000
0000088121|811543107
0000320321|67481E106
0000317788|562562207
0000110027|52186M108
0001012100|81211K100
0000318672|812209104
0000319256|812387108
0000088255|812404002
0000748103|482805108
0000314340|814131405
0000750813|816074405
0000088941|816850101
0000089089|817565104
0000089107|817587108
0001052045|81799P950
0001066138|54021P403
0000352330|817875107
0000089498|820286102
0000354963|82312B106
0000089800|824348106
0000089902|825039100
0000090057|825791106
0000754009|826322109
0000090144|826418006
0001086411|477853105
0000090185|826552101
0000082628|871543104
0000090283|827079203
0000314203|58039P107
0001014022|828709105
0000090721|715709200
0000091142|831865209
0000721083|832110100
0000091388|832248108
0000091419|832696405
0000091440|833034101
0000091576|493267108
0000350305|834380107
0000091649|351042106
0000092236|835415100
0000091767|835495102
0000091882|837004001
0000091928|838518108
0000320575|723664108
0000277158|78412D109
0000092050|842060105
0000827052|281020107
0001056903|029899101
0000092122|842587107
0000092232|843452004
0000790650|843485103
0000203248|844030106
0000092344|817826209
0000092081|844730101
0000092380|844741108
0000092416|844895102
0000092472|845331107
0000732717|00206R102
0000092487|845437003
0000007332|845467109
0000718924|846396109
0000077597|847220209
0000092679|847235108
0000819898|847607108
0000092769|847615101
0000731657|848565107
0000093102|851783100
0000718937|852312305
0000093319|853258101
0000093384|853626109
0000093389|853666105
0000878560|85375C101
0000310354|854231107
0000093556|854502101
0000203285|855009106
0000093751|857477103
0000094049|858586100
0000093451|859158107
0000716714|859547101
0000094328|860342104
0000094567|861504009
0000094601|861572105
0000094673|862111200
0000352944|863316402
0000744795|863839106
0001032033|78442P106
0000095029|864159108
0000200754|866008105
0000095301|817320104
0000095304|86764P109
0000067903|867364101
0000095504|867884108
0000750556|867914103
0000095521|868536103
0000095552|868168105
0000730000|868532102
0000095779|869716308
0000351817|870738101
0001484931|399807205
0000724742|89656D101
0000095953|871565107
0000096021|871829107
0000705581|64109W204
0000700997|872241104
0000350563|872375100
0000097148|872382106
0000277928|872479209
0000103096|872625108
0000100030|872649108
0000352079|872916101
0000096277|875080103
0000096271|875127003
0000096289|750438103
0000096294|875386104
0000096412|876553306
0000318833|878155100
0000096669|878308105
0000764039|828599100
0000096763|74586W205
0000096793|86737U102
0000096831|878895200
0000096869|879080109
0000096919|872623103
0001018963|01741R102
0000096943|879369106
0001051512|879433829
0000317771|879664100
0000352495|879700102
0000731939|879868107
0000319650|872424106
0000110740|93369T106
0000720480|00209C102
0000097134|880345103
0001024725|880349105
0001376986|880591003
0000097210|880770102
0000720481|267927606
0000050104|881609101
0001432139|07712Y109
0000097349|881694103
0000319687|210795308
0000097476|882508104
0001023291|29299Z002
0001445049|292680006
0000217346|883203101
0000097745|883556102
0000097854|884315102
0000003933|885148106
0000730263|885160101
0000350907|885175307
0000038851|885184101
0001024124|885502104
0000738076|885535104
0000276077|886410109
0000098222|886423102
0000701374|83001A102
0000925260|887364107
0000098362|887389104
0000032258|888266103
0000098537|889039103
0000352049|889175006
0000098677|890516107
0000320335|891027104
0000098720|891050106
0000098752|891305104
0000098827|891852303
0000721683|891906109
0001005414|892335936
0000829221|892349200
0000099106|893247304
0000102701|893413104
0000351498|903369106
0000099302|893529107
0000099359|106764103
0000099703|050839109
0000047254|895906105
0000712843|268613205
0000099780|896522109
0000941138|903119105
0000100240|900262502
0000100378|901476101
0000833444|H89128104
0000860731|902252105
0000100493|902494103
0000100517|910047109
0000884614|902681105
0000315641|35241Q107
0000102379|903236107
0000101461|903244101
0000354396|903290104
0000350874|01849X100
0000318259|552705204
0000100726|904677200
0000100740|904711108
0000100790|905581005
0001002910|023608102
0000100885|907818108
0000100893|908068109
0000798949|909218109
0000101063|170032809
0000074208|902653104
0000101295|910571108
0000731766|91324P102
0001082510|902748102
0000101320|866005101
0000101357|910858109
0000101382|902788108
0000101538|911549103
0000101594|911805109
0000811669|902911106
0000936301|91288L105
0000355999|913004107
0000101830|85207U105
0000750004|80874P109
0000101880|226091106
0000755001|913259107
0000310316|137225108
0000310142|81725T100
0000102037|913456109
0000102109|913821302
0000352915|913903100
0000102198|204512107
0000716039|915289102
0000102420|917318107
0000706698|917488108
0000066960|03840P102
0000103379|918204108
0000102752|918284100
0001100091|014349104
0000312907|919260109
0000717720|920437100
0000203527|92220P105
0000103145|922417100
0000722056|75409P202
0000206030|054615109
0000103341|747399103
0000103392|211188107
0000310056|925811101
0000751365|927651109
0000103682|927804005
0000103730|928298108
0000088190|361022106
0000103872|928703107
0000725282|290143106
0000899689|929042109
0000105132|929236107
0000110430|35914P105
0000104169|931142103
0000104207|931422109
0000104348|932270101
0000735571|934648304
0000104777|02153V102
0000225998|938815107
0001103601|92924F106
0000104867|939339107
0000104880|939364006
0000104889|384637104
0000104894|939653101
0000104918|05379B107
0000104938|94106K101
0000104987|989131107
0000105016|942622200
0000105076|943315101
0000029302|947071106
0000105189|947423109
0000104060|947900106
0000828916|948741103
0000105418|948849104
0000315621|948900105
0000105532|949476105
0000105598|949740104
0000105608|949765101
0000105668|950590109
